x,y1,y2
1373,3880,1595
1374,3887,1593
1375,3887,1592
1376,3897,1595
1377,3893,1596
1378,3889,1595
1379,3883,1594
1380,3877,1596
1381,3875,1600
1382,3873,1604
1383,3878,1604
1384,3872,1604
1385,3868,1600
1386,3868,1605
1387,3869,1601
1388,3872,1602
1389,3868,1598
1390,3865,1601
1391,3865,1597
1392,3869,1598
1393,3869,1601
1394,3866,1603
1395,3874,1607
1396,3872,1609
1397,3873,1610
1398,3876,1612
1399,3870,1617
1400,3880,1618
1401,3884,1614
1402,3893,1615
1403,3896,1620
1404,3899,1616
1405,3903,1621
1406,3905,1617
1407,3910,1615
1408,3917,1616
1409,3926,1618
1410,3924,1623
1411,3918,1622
1412,3923,1620
1413,3925,1623
1414,3930,1627
1415,3924,1631
1416,3928,1627
1417,3938,1632
1418,3948,1628
1419,3957,1624
1420,3951,1629
1421,3949,1626
1422,3950,1628
1423,3944,1630
1424,3944,1628
1425,3943,1628
1426,3946,1624
1427,3953,1626
1428,3956,1626
1429,3954,1623
1430,3953,1622
1431,3949,1621
1432,3949,1623
1433,3943,1626
1434,3952,1626
1435,3947,1623
1436,3944,1626
1437,3954,1625
1438,3961,1623
1439,3959,1623
1440,3953,1624
1441,3961,1622
1442,3960,1619
1443,3965,1624
1444,3964,1628
1445,3964,1631
1446,3973,1632
1447,3975,1628
1448,3971,1626
1449,3978,1626
1450,3983,1622
1451,3991,1619
1452,3994,1620
1453,3988,1619
1454,3986,1624
1455,3983,1623
1456,3982,1627
1457,3984,1624
1458,3981,1626
1459,3980,1623
1460,3989,1626
1461,3984,1623
1462,3983,1627
1463,3991,1627
1464,3987,1624
1465,3981,1627
1466,3984,1632
1467,3978,1634
1468,3976,1634
1469,3978,1633
1470,3978,1637
1471,3974,1639
1472,3971,1639
1473,3968,1639
1474,3977,1637
1475,3980,1636
1476,3990,1632
1477,3991,1629
1478,3988,1628
1479,3987,1624
1480,3994,1624
1481,3994,1626
1482,3996,1627
1483,3991,1627
1484,3993,1624
1485,3999,1625
1486,4004,1628
1487,4001,1625
1488,4008,1627
1489,4002,1632
1490,4006,1636
1491,4012,1633
1492,4021,1636
1493,4027,1633
1494,4026,1638
1495,4028,1634
1496,4027,1632
1497,4022,1629
1498,4025,1630
1499,4022,1634
1500,4029,1630
1501,4028,1635
1502,4032,1640
1503,4041,1637
1504,4040,1640
1505,4036,1645
1506,4035,1646
1507,4037,1646
1508,4046,1644
1509,4055,1642
1510,4063,1641
1511,4063,1639
1512,4061,1644
1513,4067,1646
1514,4065,1647
1515,4066,1649
1516,4063,1648
1517,4068,1648
1518,4062,1651
1519,4056,1652
1520,4053,1657
1521,4062,1653
1522,4066,1656
1523,4069,1657
1524,4079,1656
1525,4077,1660
1526,4074,1663
1527,4070,1667
1528,4080,1669
1529,4081,1670
1530,4090,1673
1531,4099,1671
1532,4101,1673
1533,4098,1670
1534,4096,1675
1535,4100,1678
1536,4095,1682
1537,4093,1682
1538,4088,1685
1539,4098,1684
1540,4093,1683
1541,4093,1685
1542,4099,1683
1543,4108,1682
1544,4106,1684
1545,4105,1680
1546,4105,1680
1547,4101,1682
1548,4097,1685
1549,4104,1685
1550,4113,1684
1551,4118,1687
1552,4116,1691
1553,4121,1695
1554,4131,1694
1555,4131,1690
1556,4132,1694
1557,4132,1694
1558,4127,1698
1559,4133,1696
1560,4127,1695
1561,4128,1700
1562,4132,1701
1563,4140,1699
1564,4148,1698
1565,4151,1698
1566,4154,1702
1567,4162,1703
1568,4172,1700
1569,4177,1700
1570,4172,1705
1571,4174,1707
1572,4172,1703
1573,4172,1703
1574,4168,1705
1575,4162,1704
1576,4171,1706
1577,4179,1705
1578,4179,1710
1579,4179,1711
1580,4176,1710
1581,4175,1711
1582,4183,1710
1583,4181,1711
1584,4189,1715
1585,4184,1714
1586,4185,1713
1587,4182,1713
1588,4191,1713
1589,4189,1714
1590,4199,1712
1591,4198,1716
1592,4200,1718
1593,4210,1714
1594,4209,1718
1595,4212,1716
1596,4209,1719
1597,4203,1723
1598,4211,1722
1599,4206,1726
1600,4216,1725
1601,4219,1725
1602,4228,1723
1603,4236,1720
1604,4242,1722
1605,4246,1726
1606,4252,1724
1607,4252,1722
1608,4255,1722
1609,4254,1727
1610,4263,1727
1611,4266,1729
1612,4264,1725
1613,4263,1726
1614,4261,1731
1615,4269,1733
1616,4277,1734
1617,4282,1736
1618,4288,1737
1619,4285,1741
1620,4286,1741
1621,4282,1745
1622,4286,1748
1623,4295,1751
1624,4305,1752
1625,4299,1750
1626,4303,1754
1627,4306,1756
1628,4306,1753
1629,4310,1755
1630,4307,1758
1631,4303,1763
1632,4300,1764
1633,4298,1765
1634,4303,1767
1635,4307,1765
1636,4301,1767
1637,4295,1763
1638,4296,1764
1639,4306,1767
1640,4309,1769
1641,4319,1772
1642,4321,1774
1643,4328,1775
1644,4336,1778
1645,4336,1780
1646,4338,1777
1647,4339,1776
1648,4348,1774
1649,4355,1770
1650,4365,1774
1651,4366,1778
1652,4370,1778
1653,4369,1774
1654,4371,1771
1655,4374,1775
1656,4375,1779
1657,4377,1784
1658,4380,1787
1659,4374,1789
1660,4373,1794
1661,4372,1792
1662,4378,1791
1663,4383,1792
1664,4389,1793
1665,4392,1790
1666,4387,1789
1667,4384,1785
1668,4378,1785
1669,4385,1782
1670,4385,1778
1671,4390,1776
1672,4387,1776
1673,4385,1778
1674,4391,1774
1675,4389,1773
1676,4393,1773
1677,4391,1775
1678,4397,1774
1679,4400,1776
1680,4403,1777
1681,4402,1781
1682,4405,1784
1683,4411,1786
1684,4406,1787
1685,4409,1784
1686,4413,1780
1687,4417,1777
1688,4412,1778
1689,4416,1777
1690,4420,1780
1691,4425,1784
1692,4434,1780
1693,4430,1779
1694,4438,1777
1695,4440,1781
1696,4439,1786
1697,4433,1782
1698,4431,1783
1699,4436,1779
1700,4438,1781
1701,4442,1777
1702,4437,1780
1703,4441,1783
1704,4451,1784
1705,4451,1787
1706,4461,1789
1707,4470,1785
1708,4470,1788
1709,4468,1789
1710,4462,1785
1711,4464,1787
1712,4467,1791
1713,4472,1796
1714,4475,1793
1715,4471,1795
1716,4469,1791
1717,4463,1793
1718,4472,1794
1719,4480,1797
1720,4486,1794
1721,4481,1791
1722,4481,1794
1723,4485,1793
1724,4495,1796
1725,4501,1800
1726,4509,1803
1727,4514,1803
1728,4523,1803
1729,4532,1805
1730,4542,1804
1731,4536,1801
1732,4534,1801
1733,4538,1801
1734,4542,1802
1735,4536,1806
1736,4539,1806
1737,4534,1810
1738,4534,1814
1739,4531,1817
1740,4528,1817
1741,4537,1817
1742,4531,1813
1743,4532,1816
1744,4538,1815
1745,4536,1820
1746,4545,1822
1747,4540,1826
1748,4542,1826
1749,4551,1824
1750,4546,1827
1751,4545,1830
1752,4550,1829
1753,4559,1831
1754,4557,1830
1755,4559,1827
1756,4568,1828
1757,4562,1829
1758,4571,1828
1759,4569,1824
1760,4573,1820
1761,4579,1817
1762,4575,1816
1763,4575,1819
1764,4576,1821
1765,4577,1823
1766,4572,1821
1767,4570,1825
1768,4576,1826
1769,4583,1826
1770,4588,1826
1771,4590,1830
1772,4598,1826
1773,4598,1823
1774,4599,1828
1775,4598,1827
1776,4606,1824
1777,4609,1826
1778,4610,1831
1779,4610,1828
1780,4610,1831
1781,4617,1829
1782,4623,1827
1783,4630,1823
1784,4632,1825
1785,4628,1829
1786,4633,1830
1787,4629,1831
1788,4637,1830
1789,4646,1830
1790,4648,1832
1791,4645,1832
1792,4647,1833
1793,4654,1833
1794,4660,1832
1795,4661,1834
1796,4662,1837
1797,4662,1841
1798,4667,1839
1799,4674,1838
1800,4681,1843
1801,4677,1846
1802,4683,1850
1803,4690,1846
1804,4697,1847
1805,4701,1843
1806,4695,1844
1807,4696,1847
1808,4693,1852
1809,4689,1853
1810,4683,1858
1811,4685,1862
1812,4683,1867
1813,4688,1872
1814,4695,1868
1815,4705,1870
1816,4710,1869
1817,4708,1872
1818,4709,1874
1819,4719,1877
1820,4724,1878
1821,4733,1878
1822,4733,1877
1823,4742,1880
1824,4741,1884
1825,4750,1886
1826,4747,1891
1827,4742,1896
1828,4736,1899
1829,4738,1897
1830,4741,1897
1831,4737,1899
1832,4744,1901
1833,4747,1901
1834,4749,1903
1835,4745,1906
1836,4753,1903
1837,4754,1900
1838,4755,1901
1839,4757,1900
1840,4765,1903
1841,4771,1906
1842,4778,1908
1843,4788,1905
1844,4787,1901
1845,4781,1898
1846,4791,1902
1847,4798,1905
1848,4799,1909
1849,4793,1909
1850,4798,1910
1851,4797,1908
1852,4802,1912
1853,4803,1913
1854,4805,1914
1855,4809,1918
1856,4805,1916
1857,4814,1914
1858,4809,1919
1859,4813,1921
1860,4814,1924
1861,4822,1923
1862,4819,1921
1863,4815,1918
1864,4818,1923
1865,4820,1927
1866,4826,1926
1867,4834,1924
1868,4835,1928
1869,4844,1929
1870,4851,1928
1871,4858,1930
1872,4857,1934
1873,4862,1933
1874,4860,1929
1875,4865,1931
1876,4863,1936
1877,4864,1939
1878,4865,1938
1879,4860,1939
1880,4869,1938
1881,4864,1943
1882,4870,1943
1883,4878,1948
1884,4874,1945
1885,4881,1943
1886,4877,1947
1887,4873,1947
1888,4869,1943
1889,4874,1946
1890,4868,1943
1891,4868,1939
1892,4874,1942
1893,4882,1938
1894,4881,1941
1895,4889,1939
1896,4899,1936
1897,4899,1937
1898,4901,1942
1899,4900,1941
1900,4899,1943
1901,4898,1942
1902,4901,1939
1903,4904,1943
1904,4906,1946
1905,4910,1945
1906,4910,1942
1907,4904,1945
1908,4899,1941
1909,4907,1946
1910,4913,1947
1911,4913,1951
1912,4917,1949
1913,4925,1953
1914,4932,1954
1915,4930,1959
1916,4940,1955
1917,4942,1955
1918,4939,1953
1919,4938,1956
1920,4934,1954
1921,4941,1956
1922,4935,1957
1923,4930,1954
1924,4929,1953
1925,4928,1953
1926,4923,1958
1927,4928,1957
1928,4932,1955
1929,4935,1957
1930,4942,1955
1931,4939,1954
1932,4938,1950
1933,4934,1952
1934,4943,1953
1935,4944,1957
1936,4940,1957
1937,4939,1953
1938,4935,1951
1939,4934,1956
1940,4928,1956
1941,4929,1956
1942,4935,1955
1943,4933,1953
1944,4942,1952
1945,4951,1952
1946,4956,1949
1947,4950,1949
1948,4944,1948
1949,4946,1951
1950,4953,1949
1951,4952,1952
1952,4946,1953
1953,4953,1953
1954,4963,1955
1955,4967,1958
1956,4969,1957
1957,4978,1953
1958,4988,1955
1959,4995,1956
1960,4990,1955
1961,4999,1959
1962,5005,1961
1963,5007,1965
1964,5010,1969
1965,5019,1971
1966,5013,1975
1967,5017,1975
1968,5027,1975
1969,5024,1980
1970,5018,1978
1971,5016,1978
1972,5010,1979
1973,5009,1975
1974,5011,1977
1975,5011,1976
1976,5020,1972
1977,5030,1974
1978,5030,1976
1979,5025,1981
1980,5023,1983
1981,5033,1979
1982,5040,1978
1983,5050,1976
1984,5044,1973
1985,5052,1978
1986,5047,1980
1987,5051,1978
1988,5050,1975
1989,5048,1972
1990,5045,1976
1991,5042,1978
1992,5050,1979
1993,5049,1979
1994,5046,1979
1995,5040,1984
1996,5042,1987
1997,5052,1990
1998,5053,1987
1999,5053,1984
2000,5048,1980
2001,5042,1981
2002,5048,1977
2003,5051,1979
2004,5049,1977
2005,5059,1980
2006,5054,1984
2007,5055,1989
2008,5057,1991
2009,5064,1994
2010,5059,1996
2011,5069,1996
2012,5064,1997
2013,5059,1999
2014,5066,2003
2015,5066,2007
2016,5066,2011
2017,5073,2011
2018,5074,2016
2019,5075,2015
2020,5080,2016
2021,5086,2015
2022,5089,2016
2023,5094,2013
2024,5088,2018
2025,5092,2021
2026,5086,2018
2027,5095,2020
2028,5092,2020
2029,5095,2016
2030,5102,2017
2031,5102,2020
2032,5107,2019
2033,5117,2021
2034,5121,2024
2035,5123,2022
2036,5128,2026
2037,5122,2030
2038,5119,2026
2039,5129,2024
2040,5130,2024
2041,5128,2028
2042,5129,2024
2043,5133,2025
2044,5130,2028
2045,5128,2027
2046,5137,2028
2047,5146,2025
2048,5155,2021
2049,5163,2019
2050,5164,2018
2051,5167,2022
2052,5175,2022
2053,5169,2023
2054,5172,2027
2055,5180,2032
2056,5190,2033
2057,5198,2032
2058,5208,2034
2059,5203,2033
2060,5198,2037
2061,5203,2034
2062,5208,2036
2063,5218,2034
2064,5223,2031
2065,5218,2035
2066,5227,2038
2067,5234,2035
2068,5240,2031
2069,5235,2032
2070,5243,2037
2071,5240,2039
2072,5236,2040
2073,5242,2040
2074,5247,2037
2075,5243,2042
2076,5250,2043
2077,5259,2046
2078,5262,2046
2079,5267,2051
2080,5269,2053
2081,5268,2057
2082,5268,2054
2083,5271,2053
2084,5272,2058
2085,5277,2061
2086,5276,2065
2087,5274,2068
2088,5271,2065
2089,5273,2068
2090,5267,2069
2091,5276,2074
2092,5271,2073
2093,5274,2069
2094,5276,2069
2095,5285,2068
2096,5280,2066
2097,5287,2070
2098,5286,2072
2099,5290,2071
2100,5287,2074
2101,5297,2073
2102,5297,2072
2103,5306,2072
2104,5309,2068
2105,5314,2068
2106,5323,2068
2107,5318,2068
2108,5317,2072
2109,5323,2075
2110,5330,2072
2111,5327,2070
2112,5337,2066
2113,5333,2063
2114,5341,2061
2115,5335,2063
2116,5343,2065
2117,5353,2063
2118,5347,2067
2119,5356,2067
2120,5360,2065
2121,5357,2065
2122,5356,2063
2123,5353,2063
2124,5357,2063
2125,5356,2062
2126,5360,2067
2127,5355,2069
2128,5351,2066
2129,5348,2067
2130,5344,2063
2131,5342,2061
2132,5341,2063
2133,5351,2062
2134,5351,2061
2135,5348,2065
2136,5350,2069
2137,5351,2073
2138,5352,2070
2139,5358,2074
2140,5363,2076
2141,5367,2072
2142,5361,2075
2143,5366,2080
2144,5367,2080
2145,5367,2079
2146,5369,2081
2147,5374,2080
2148,5368,2077
2149,5368,2075
2150,5371,2072
2151,5381,2073
2152,5380,2071
2153,5377,2070
2154,5374,2066
2155,5370,2066
2156,5367,2066
2157,5362,2070
2158,5359,2071
2159,5359,2069
2160,5362,2067
2161,5361,2064
2162,5370,2062
2163,5379,2058
2164,5382,2063
2165,5392,2068
2166,5392,2067
2167,5398,2067
2168,5401,2070
2169,5398,2068
2170,5406,2070
2171,5408,2067
2172,5410,2063
2173,5404,2063
2174,5407,2064
2175,5411,2063
2176,5406,2059
2177,5405,2055
2178,5401,2055
2179,5409,2060
2180,5407,2063
2181,5401,2065
2182,5400,2069
2183,5409,2065
2184,5413,2061
2185,5419,2062
2186,5425,2060
2187,5420,2056
2188,5415,2061
2189,5425,2061
2190,5423,2063
2191,5429,2062
2192,5429,2066
2193,5434,2064
2194,5444,2067
2195,5440,2072
2196,5436,2075
2197,5433,2079
2198,5428,2075
2199,5435,2072
2200,5442,2073
2201,5441,2077
2202,5437,2076
2203,5445,2074
2204,5439,2075
2205,5438,2078
2206,5433,2081
2207,5431,2077
2208,5430,2079
2209,5437,2079
2210,5443,2077
2211,5445,2074
2212,5442,2079
2213,5439,2084
2214,5447,2085
2215,5450,2084
2216,5460,2088
2217,5455,2084
2218,5454,2081
2219,5464,2078
2220,5470,2082
2221,5471,2086
2222,5469,2088
2223,5471,2086
2224,5467,2090
2225,5465,2088
2226,5474,2093
2227,5484,2090
2228,5479,2094
2229,5484,2094
2230,5478,2092
2231,5485,2093
2232,5480,2089
2233,5479,2087
2234,5487,2084
2235,5493,2083
2236,5493,2084
2237,5496,2087
2238,5502,2092
2239,5509,2094
2240,5509,2099
2241,5518,2098
2242,5519,2100
2243,5520,2102
2244,5528,2103
2245,5534,2101
2246,5536,2098
2247,5542,2098
2248,5537,2098
2249,5532,2099
2250,5529,2095
2251,5535,2091
2252,5542,2087
2253,5546,2085
2254,5551,2086
2255,5558,2090
2256,5553,2094
2257,5552,2090
2258,5549,2093
2259,5556,2091
2260,5552,2092
2261,5551,2088
2262,5548,2092
2263,5552,2096
2264,5548,2096
2265,5553,2095
2266,5549,2095
2267,5556,2099
2268,5556,2096
2269,5562,2101
2270,5556,2105
2271,5564,2107
2272,5567,2106
2273,5568,2110
2274,5578,2115
2275,5576,2116
2276,5584,2119
2277,5590,2117
2278,5588,2113
2279,5588,2111
2280,5588,2107
2281,5584,2108
2282,5591,2106
2283,5590,2108
2284,5597,2107
2285,5601,2106
2286,5603,2108
2287,5613,2113
2288,5623,2113
2289,5620,2109
2290,5629,2112
2291,5629,2117
2292,5636,2113
2293,5643,2118
2294,5650,2119
2295,5649,2115
2296,5645,2114
2297,5641,2114
2298,5643,2113
2299,5653,2117
2300,5662,2120
2301,5672,2116
2302,5679,2116
2303,5681,2115
2304,5680,2119
2305,5688,2123
2306,5686,2125
2307,5686,2122
2308,5687,2122
2309,5695,2123
2310,5693,2125
2311,5693,2129
2312,5703,2132
2313,5698,2135
2314,5705,2137
2315,5708,2133
2316,5718,2130
2317,5727,2133
2318,5735,2133
2319,5730,2135
2320,5724,2138
2321,5734,2136
2322,5737,2139
2323,5738,2142
2324,5738,2147
2325,5736,2148
2326,5740,2150
2327,5747,2150
2328,5745,2149
2329,5746,2148
2330,5756,2144
2331,5758,2140
2332,5760,2145
2333,5759,2148
2334,5758,2144
2335,5768,2142
2336,5772,2146
2337,5770,2149
2338,5773,2151
2339,5775,2153
2340,5773,2155
2341,5782,2157
2342,5792,2158
2343,5786,2158
2344,5785,2156
2345,5785,2155
2346,5787,2151
2347,5795,2152
2348,5789,2149
2349,5791,2146
2350,5801,2150
2351,5811,2150
2352,5813,2154
2353,5817,2154
2354,5820,2153
2355,5816,2158
2356,5823,2162
2357,5831,2160
2358,5834,2163
2359,5836,2168
2360,5843,2169
